missing=0 unexpected=0
num_classes=1 test_conf=0.001 nms=0.7 test_size=(800, 1440)
  1166.000 412.500 1200.000 442.500 0.00151
  1139.000 314.750 1173.000 350.250 0.00150
  95.312 36.125 130.625 56.562 0.00148
  1113.000 299.750 1131.000 330.750 0.00148
  715.000 421.250 776.000 452.750 0.00148
  388.500 311.250 423.000 339.250 0.00148
  108.875 304.000 143.625 349.000 0.00147
  182.000 328.000 199.500 350.500 0.00146
  1254.000 477.000 1284.000 511.500 0.00146
  119.750 320.250 150.750 362.250 0.00144
  579.000 154.375 603.000 168.125 0.00144
  858.500 292.750 879.500 317.750 0.00143
  73.812 318.500 97.188 340.500 0.00143
  112.500 381.250 176.750 427.250 0.00142
  736.500 227.000 751.500 243.750 0.00140
  138.125 450.250 158.125 494.250 0.00140
  847.500 320.000 864.500 339.000 0.00140
  140.750 389.000 175.500 415.000 0.00137
  1075.000 413.500 1111.000 456.000 0.00137
  814.500 258.750 828.500 275.750 0.00136
  144.000 335.000 161.750 363.000 0.00135
  615.000 190.625 657.000 208.125 0.00135
  692.500 290.250 701.500 308.250 0.00134
  15.000 425.500 151.625 489.500 0.00132
  102.125 321.000 127.125 354.000 0.00131
  1251.000 479.000 1281.000 520.500 0.00131
  862.500 300.250 876.500 326.750 0.00130
  180.625 351.500 211.625 383.500 0.00130
  145.250 270.750 176.750 291.250 0.00129
  85.375 348.000 101.625 379.000 0.00129
  862.000 295.500 881.000 318.000 0.00129
  934.000 333.250 974.000 362.250 0.00128
  119.125 262.000 151.875 280.000 0.00128
  282.750 417.500 301.750 457.500 0.00128
  648.500 211.000 676.500 225.000 0.00128
  1087.000 378.250 1125.000 410.250 0.00128
  928.000 383.000 947.000 424.500 0.00128
  1064.000 414.250 1082.000 440.750 0.00127
  389.000 781.500 541.500 956.500 0.00127
  316.250 362.250 342.750 387.750 0.00127
  882.500 306.000 898.500 327.000 0.00126
  813.000 406.500 833.000 443.000 0.00126
  417.250 325.750 432.750 351.750 0.00125
  -481.000 263.000 125.000 1793.000 0.00125
  145.250 258.500 186.250 283.000 0.00124
  511.500 216.250 539.500 228.000 0.00123
  1077.000 407.250 1103.000 443.250 0.00123
  917.500 336.500 931.500 364.000 0.00122
  1198.000 428.000 1218.000 460.000 0.00122
  1106.000 296.000 1130.000 325.000 0.00121
  147.125 318.750 164.875 348.250 0.00121
  215.875 535.500 278.000 681.500 0.00121
  611.500 213.250 635.500 229.250 0.00121
  1167.000 468.750 1193.000 505.750 0.00120
  631.000 215.375 657.000 233.375 0.00120
  183.875 333.000 199.625 356.000 0.00120
  361.750 361.500 378.250 395.500 0.00119
  227.500 358.000 263.500 394.500 0.00119
  229.250 244.000 255.500 260.500 0.00119
  716.000 233.625 733.000 254.125 0.00119
  586.000 210.375 614.000 224.125 0.00119
  1218.000 419.500 1238.000 453.500 0.00118
  137.250 448.000 156.250 486.500 0.00117
  1175.000 326.000 1201.000 353.000 0.00117
  1178.000 315.000 1204.000 342.000 0.00117
  168.000 269.500 197.750 288.000 0.00116
  74.875 322.000 99.625 355.000 0.00115
  94.312 360.750 124.438 391.750 0.00115
  1170.000 20.750 1214.000 74.625 0.00114
  92.000 332.000 112.500 365.500 0.00113
  1138.000 300.750 1158.000 332.750 0.00111
  66.875 333.000 87.125 377.000 0.00111
  664.000 184.375 681.000 193.125 0.00111
  1253.000 416.750 1269.000 444.250 0.00110
  341.750 446.750 371.750 469.750 0.00110
  1198.000 532.000 1220.000 572.000 0.00110
  104.938 360.250 126.188 390.250 0.00109
  522.500 215.875 565.500 234.875 0.00109
  1258.000 352.000 1308.000 395.000 0.00109
  1053.000 402.250 1071.000 429.750 0.00109
  92.438 341.750 111.688 372.750 0.00108
  185.375 346.000 207.875 373.500 0.00108
  69.062 349.750 94.688 391.250 0.00107
  638.500 214.125 667.500 232.375 0.00107
  187.000 342.500 205.000 370.500 0.00107
  176.000 328.750 190.500 351.250 0.00107
  426.500 527.000 452.000 579.000 0.00107
  143.625 341.000 159.875 368.000 0.00107
  225.250 365.500 263.250 404.500 0.00106
  348.500 359.000 365.500 385.500 0.00105
  92.188 351.250 109.562 378.750 0.00105
  121.312 353.250 153.125 391.250 0.00105
  138.375 342.250 158.125 372.250 0.00104
  516.500 270.500 571.500 305.500 0.00104
  708.000 226.750 724.000 241.500 0.00104
  859.000 339.750 880.000 360.250 0.00104
  50.219 264.000 82.125 287.500 0.00104
  1093.000 421.000 1133.000 461.500 0.00103
  92.312 327.750 112.562 358.750 0.00103
  115.500 548.000 177.750 688.000 0.00103
  893.000 411.750 942.000 443.250 0.00103
  1001.000 467.250 1024.000 505.750 0.00102
  615.000 209.875 648.000 221.625 0.00102
  1200.000 421.750 1220.000 454.750 0.00102
  664.000 211.625 683.000 227.125 0.00101
  477.250 377.000 498.750 410.000 0.00101
  90.812 355.500 111.688 384.500 0.00101
  132.125 451.500 147.375 484.500 0.00101
  803.000 321.750 816.000 348.750 0.00101
  659.500 246.250 669.500 259.250 0.00100
  97.500 306.750 139.250 349.250 0.00100
